Ticker,Nome,Setor,Preço Atual,P/L (P/E),P/VP (P/B),Div. Yield (%),Market Cap,ROE (%),ROIC (%),Data IPO,Lucro >0 (4A)?,Receita Sobe?
DCRBW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DCT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DCTH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DCUE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DDD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DDF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DDIV,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DDMXU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DDOG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DDS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DDT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DECK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEH.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEH.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DELL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEMZ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DENN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DESP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DEX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFFN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFHT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFHTU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFHTW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFIN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFNL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFNS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFNS.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFNS.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFPH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFPHU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFPHW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFVL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DFVS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGICA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGICB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGII,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGLY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGNR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGNR.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGNR.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGNS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGRE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGRS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGRW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DGX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHCNI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHCNL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHIL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHR^A,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHR^B,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DHX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DIAX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DIN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DINT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DIOD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DIS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DISCA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DISCB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DISCK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DISH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DJCO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DKL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DKNG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DKS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLCAU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLHC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLNG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLNG^A,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLNG^B,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLPN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLR^C,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLR^J,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLR^K,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLR^L,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLTH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLTR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DLY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DM,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DM.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMAC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMLP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMRC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMS.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMTK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMXF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMYD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMYD.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMYD.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMYI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMYI.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DMYI.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DNB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DNK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DNLI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DNMR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DNMR.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DNOW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DNP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOCU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOGZ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOMO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOOO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOOR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DORM,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUKB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUKH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUK^A,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUNEU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUOT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DUSA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DVA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DVAX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DVD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DVLU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DVN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DVOL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DVY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWAS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWAT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWAW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWCR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWEQ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWFI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWIN.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOV,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DOYU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DPG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DPZ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DQ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRH^A,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRIO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRIOW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRIV,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRNA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRQ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRRX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRTT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRUA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DRVN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSAC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSACU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSACW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSGX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSKE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSKEW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSM,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSPG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSSI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSWL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DSX^B,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DS^B,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DS^C,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DS^D,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTEA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTIL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTJ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTLA^,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DTSS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWLD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWMC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWPP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWSH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWSN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DWUS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DXC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DXCM,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DXCO3.SA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DXGE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DXJS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DXPE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DXYN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DX^B,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DX^C,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DYAI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DYFN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DYN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DYNT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
DZSI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
E,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EACPU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EAF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EAI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EAR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EARN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EARS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EAST,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EAT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBAY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBAYL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBIX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBIZ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBMT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBON,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBR.B,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBSB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EBTC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECCB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECCX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECCY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECHO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECOL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECOLW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECOM,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECOR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECOW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ECPG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ED,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDAP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDIT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDOC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDRY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDSA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDTK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDTXU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDUC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EDUT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EEA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EHC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EHI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EHT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EHTH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EIC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EIDX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EIG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EIGI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EIGR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EIX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EKSO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELAN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELAT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELDN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELET3.SA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELET6.SA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELOX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELSE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELTK,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELVT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EEFT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EEMA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EEX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFAS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFC^A,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFOI,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFSC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EFX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGAN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGBN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGHT,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGIE3.SA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGLE,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGOV,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGRX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EGY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELY,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ELYS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMBR3.SA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMCB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMCF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMD,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EME,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMIF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMKR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EML,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMN,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMPW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMPW.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMPW.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMXC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
EMXF,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENBA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENBL,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENDP,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENEV11.SA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENFAU,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENGI11.SA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENIA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENIC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENJ,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENLC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENLV,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENO,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENOB,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENPC,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENPC.U,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENPC.WS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENPH,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENR,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENR^A,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENS,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENSG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENTA,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENTG,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENTX,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
ENTXW,Erro ao buscar dados,-,,,,,,,,N/A,N/A,N/A
